idtag,epcRowId,prevsoc,soc,voltage,amper,energy,prevenergy,diffInSec,accDiff,avgDiffInSec,accAvg,offset,levelCode,low,high,insertTime,scaled,amperLevel
00:B0:52:FF:FF:02,557,64,65,650.4,126.8,122243.8,116768.3,241,5343,163,5574,1315,2,107,135,19:01.1,6658,2
00:B0:52:FF:FF:02,557,65,66,652.1,153.9,126944.3,122243.8,201,5544,158,5732,1315,1,140,170,19:01.1,6859,1
00:B0:52:FF:FF:02,557,66,67,652.5,154.1,132529.4,126944.3,200,5744,156,5888,1315,1,140,170,19:01.1,7059,1
00:B0:52:FF:FF:02,557,67,68,652.7,153.5,135897.1,132529.4,120,5864,142,6030,1315,1,140,170,19:01.1,7179,1
00:B0:52:FF:FF:02,557,68,69,652.7,153.7,140348.1,135897.1,160,6024,142,6172,1315,1,140,170,19:01.1,7339,1
00:B0:52:FF:FF:02,557,69,70,652.7,153.8,143714.9,140348.1,120,6144,141,6313,1315,1,140,170,19:01.1,7459,1
00:B0:52:FF:FF:02,557,70,71,652.9,153.4,148194.8,143714.9,160,6304,146,6459,1315,1,140,170,19:01.1,7619,1
00:B0:52:FF:FF:02,557,71,72,652.9,153.3,151536,148194.8,120,6424,130,6589,1315,1,140,170,19:01.1,7739,1
00:B0:52:FF:FF:02,557,72,73,652.9,154.1,156020.2,151536,160,6584,142,6731,1315,1,140,170,19:01.1,7899,1
00:B0:52:FF:FF:02,557,73,74,652.9,153.7,159362,156020.2,120,6704,125,6856,1315,1,140,170,19:01.1,8019,1
00:B0:52:FF:FF:02,557,74,75,653.1,153.3,162717.7,159362,120,6824,136,6992,1315,1,140,170,19:01.1,8139,1
00:B0:52:FF:FF:02,557,75,76,653.1,154.1,167202.7,162717.7,160,6984,124,7116,1315,1,140,170,19:01.1,8299,1
00:B0:52:FF:FF:02,557,76,77,653.1,152.8,170547.2,167202.7,120,7104,129,7245,1315,1,140,170,19:01.1,8419,1
00:B0:52:FF:FF:02,557,77,78,653.5,153.6,175034.1,170547.2,160,7264,142,7387,1315,1,140,170,19:01.1,8579,1
00:B0:52:FF:FF:02,557,78,79,653.5,154,178379.8,175034.1,120,7384,121,7508,1315,1,140,170,19:01.1,8699,1
00:B0:52:FF:FF:02,557,79,80,653.5,154.5,181754.3,178379.8,120,7504,130,7638,1315,1,140,170,19:01.1,8819,1
00:B0:52:FF:FF:02,557,80,81,653.8,153.1,186203.1,181754.3,160,7664,130,7768,1315,1,140,170,19:01.1,8979,1
00:B0:52:FF:FF:02,557,81,82,654,152.6,189566.1,186203.1,120,7784,121,7889,1315,1,140,170,19:01.1,9099,1
00:B0:52:FF:FF:02,557,82,83,654,153.1,191784.3,189566.1,80,7864,112,8001,1315,1,140,170,19:01.1,9179,1
00:B0:52:FF:FF:02,557,83,84,654,153,195149.3,191784.3,120,7984,120,8121,1315,1,140,170,19:01.1,9299,1
00:B0:52:FF:FF:02,557,84,85,654.2,153.1,198486.1,195149.3,120,8104,120,8241,1315,1,140,170,19:01.1,9419,1
00:B0:52:FF:FF:02,557,85,86,654.4,152.7,201851,198486.1,120,8224,114,8355,1315,1,140,170,19:01.1,9539,1
00:B0:52:FF:FF:02,557,86,87,654.6,152.4,205189.3,201851,120,8344,117,8472,1315,1,140,170,19:01.1,9659,1
00:B0:52:FF:FF:02,557,87,88,654.6,153.7,207443.3,205189.3,80,8424,107,8579,1315,1,140,170,19:01.1,9739,1
00:B0:52:FF:FF:02,557,88,89,654.8,153.1,211898.3,207443.3,161,8585,126,8705,1315,1,140,170,19:01.1,9900,1
00:B0:52:FF:FF:02,557,89,90,655,153,215267.3,211898.3,120,8705,117,8822,1315,1,140,170,19:01.1,10020,1
00:B0:52:FF:FF:02,557,90,91,655.4,153.7,218608.9,215267.3,120,8825,121,8943,1315,1,140,170,19:01.1,10140,1
00:B0:52:FF:FF:02,557,91,92,655.6,153.4,221979.9,218608.9,120,8945,117,9060,1315,1,140,170,19:01.1,10260,1
00:B0:52:FF:FF:02,557,92,93,656.1,152.7,225323.5,221979.9,120,9065,126,9186,1315,1,140,170,19:01.1,10380,1
00:B0:52:FF:FF:02,557,93,94,656.3,152.6,229807.9,225323.5,160,9225,115,9301,1315,1,140,170,19:01.1,10540,1
00:B0:52:FF:FF:02,580,61,62,667.4,147.4,1192.47,0,40,40,158,5073,5033,1,140,170,19:01.1,5073,1
00:B0:52:FF:FF:02,580,62,63,669,146.5,3638.5,1192.47,90,130,165,5238,5033,1,140,170,19:01.1,5163,1
00:B0:52:FF:FF:02,580,63,64,669.3,146.5,6935.39,3638.5,120,250,173,5411,5033,1,140,170,19:01.1,5283,1
00:B0:52:FF:FF:02,580,64,65,669.5,146.4,9388.84,6935.39,90,340,163,5574,5033,1,140,170,19:01.1,5373,1
00:B0:52:FF:FF:02,580,65,66,669.9,146.8,11872.5,9388.84,90,430,158,5732,5033,1,140,170,19:01.1,5463,1
00:B0:52:FF:FF:02,580,66,67,670.1,147.1,15175.71,11872.5,120,550,156,5888,5033,1,140,170,19:01.1,5583,1
00:B0:52:FF:FF:02,580,67,68,670.1,146.8,17634.52,15175.71,90,640,142,6030,5033,1,140,170,19:01.1,5673,1
00:B0:52:FF:FF:02,580,68,69,670.5,146.7,20094.84,17634.52,90,730,142,6172,5033,1,140,170,19:01.1,5763,1
00:B0:52:FF:FF:02,580,69,70,669,123.3,23038.11,20094.84,151,881,141,6313,5033,2,107,135,19:01.1,5914,2
00:B0:52:FF:FF:02,580,70,71,669.5,123.8,25812.6,23038.11,120,1001,146,6459,5033,2,107,135,19:01.1,6034,2
00:B0:52:FF:FF:02,580,71,72,669.9,122.7,27902.51,25812.6,90,1091,130,6589,5033,2,107,135,19:01.1,6124,2
00:B0:52:FF:FF:02,580,72,73,670.3,123.1,30658.11,27902.51,120,1211,142,6731,5033,2,107,135,19:01.1,6244,2
00:B0:52:FF:FF:02,580,73,74,671.1,123.1,33441.23,30658.11,120,1331,125,6856,5033,2,107,135,19:01.1,6364,2
00:B0:52:FF:FF:02,580,74,75,671.8,123.1,36230.83,33441.23,120,1451,136,6992,5033,2,107,135,19:01.1,6484,2
00:B0:52:FF:FF:02,580,75,76,672.2,123.2,38327.68,36230.83,90,1541,124,7116,5033,2,107,135,19:01.1,6574,2
00:B0:52:FF:FF:02,580,76,77,672.8,123.1,41121.27,38327.68,120,1661,129,7245,5033,2,107,135,19:01.1,6694,2
00:B0:52:FF:FF:02,580,77,78,673.2,123.2,43912.88,41121.27,120,1781,142,7387,5033,2,107,135,19:01.1,6814,2
00:B0:52:FF:FF:02,580,78,79,673.6,123.1,46711.82,43912.88,120,1901,121,7508,5033,2,107,135,19:01.1,6934,2
00:B0:52:FF:FF:02,580,79,80,673.8,123.4,48791.42,46711.82,90,1991,130,7638,5033,2,107,135,19:01.1,7024,2
00:B0:52:FF:FF:02,580,80,81,674.1,124.7,51590.39,48791.42,120,2111,130,7768,5033,2,107,135,19:01.1,7144,2
00:B0:52:FF:FF:02,580,81,82,674.1,124.2,53697.71,51590.39,90,2201,121,7889,5033,2,107,135,19:01.1,7234,2
00:B0:52:FF:FF:02,580,82,83,674.3,123.8,56499.95,53697.71,120,2321,112,8001,5033,2,107,135,19:01.1,7354,2
00:B0:52:FF:FF:02,580,83,84,674.3,124.1,59278.53,56499.95,120,2441,120,8121,5033,2,107,135,19:01.1,7474,2
00:B0:52:FF:FF:02,580,84,85,674.5,123.3,62083.8,59278.53,120,2561,120,8241,5033,2,107,135,19:01.1,7594,2
00:B0:52:FF:FF:02,580,85,86,674.5,123.4,64193.79,62083.8,90,2651,114,8355,5033,2,107,135,19:01.1,7684,2
00:B0:52:FF:FF:02,580,86,87,674.7,124.3,66302.1,64193.79,90,2741,117,8472,5033,2,107,135,19:01.1,7774,2
00:B0:52:FF:FF:02,580,87,88,674.9,123.8,68391.53,66302.1,90,2831,107,8579,5033,2,107,135,19:01.1,7864,2
00:B0:52:FF:FF:02,580,88,89,674.9,123.6,71195.63,68391.53,120,2951,126,8705,5033,2,107,135,19:01.1,7984,2
00:B0:52:FF:FF:02,580,89,90,675.1,123.3,73307.46,71195.63,90,3041,117,8822,5033,2,107,135,19:01.1,8074,2
00:B0:52:FF:FF:02,580,90,91,675.3,123.6,76118.91,73307.46,121,3162,121,8943,5033,2,107,135,19:01.1,8195,2
00:B0:52:FF:FF:02,580,91,92,675.5,123.5,78207.31,76118.91,90,3252,117,9060,5033,2,107,135,19:01.1,8285,2
00:B0:52:FF:FF:02,580,92,93,675.7,123.5,80321.06,78207.31,90,3342,126,9186,5033,2,107,135,19:01.1,8375,2
00:B0:52:FF:FF:02,580,93,94,676.1,123.7,82438.74,80321.06,90,3432,115,9301,5033,2,107,135,19:01.1,8465,2
00:B0:52:FF:FF:02,580,94,95,676.4,123.1,85252.33,82438.74,120,3552,108,9409,5033,2,107,135,19:01.1,8585,2
00:B0:52:FF:FF:02,580,95,96,676.8,123.5,87346.34,85252.33,90,3642,114,9523,5033,2,107,135,19:01.1,8675,2
00:B0:52:FF:FF:02,580,96,97,679.1,145.4,89566.22,87346.34,90,3732,132,9655,5033,1,140,170,19:01.1,8765,1
00:B0:52:FF:FF:02,580,97,98,679.7,145.3,92037.48,89566.22,90,3822,126,9781,5033,1,140,170,19:01.1,8855,1
00:B0:52:FF:FF:02,580,98,99,680.7,144.1,94529.97,92037.48,90,3912,120,9901,5033,1,140,170,19:01.1,8945,1
00:B0:52:FF:FF:02,603,36,37,640.2,115.3,490.78,0.04,24,24,143,577,553,2,107,135,19:01.1,577,2
00:B0:52:FF:FF:02,603,37,38,645,116.3,5501.22,490.78,241,265,192,769,553,2,107,135,19:01.1,818,2
00:B0:52:FF:FF:02,603,38,39,645.9,117.2,10504.03,5501.22,241,506,180,949,553,2,107,135,19:01.1,1059,2
00:B0:52:FF:FF:02,603,39,40,645.9,115.7,15531.17,10504.03,241,747,192,1141,553,2,107,135,19:01.1,1300,2
00:B0:52:FF:FF:02,603,40,41,646.1,115.7,20561.24,15531.17,241,988,186,1327,553,2,107,135,19:01.1,1541,2
00:B0:52:FF:FF:02,603,41,42,646.3,116.6,25593.04,20561.24,241,1229,189,1516,553,2,107,135,19:01.1,1782,2
00:B0:52:FF:FF:02,603,42,43,646.3,115.5,30612.22,25593.04,241,1470,187,1703,553,2,107,135,19:01.1,2023,2
00:B0:52:FF:FF:02,603,43,44,646.5,115.5,35646.53,30612.22,242,1712,190,1893,553,2,107,135,19:01.1,2265,2
00:B0:52:FF:FF:02,603,44,45,646.5,115.6,40057.66,35646.53,211,1923,194,2087,553,2,107,135,19:01.1,2476,2
00:B0:52:FF:FF:02,603,45,46,646.7,115.5,45101.58,40057.66,241,2164,184,2271,553,2,107,135,19:01.1,2717,2
00:B0:52:FF:FF:02,603,46,47,646.7,117.4,50122.73,45101.58,241,2405,195,2466,553,2,107,135,19:01.1,2958,2
00:B0:52:FF:FF:02,603,47,48,647.1,115.9,55165.5,50122.73,241,2646,194,2660,553,2,107,135,19:01.1,3199,2
00:B0:52:FF:FF:02,603,48,49,647.3,116.6,60216.28,55165.5,241,2887,183,2843,553,2,107,135,19:01.1,3440,2
00:B0:52:FF:FF:02,603,49,50,647.5,117.4,65248.41,60216.28,241,3128,176,3019,553,2,107,135,19:01.1,3681,2
00:B0:52:FF:FF:02,603,50,51,647.7,115.2,70303.84,65248.41,241,3369,168,3187,553,2,107,135,19:01.1,3922,2
00:B0:52:FF:FF:02,603,51,52,648.2,116.7,75358.67,70303.84,241,3610,173,3360,553,2,107,135,19:01.1,4163,2
00:B0:52:FF:FF:02,603,52,53,648.4,115.9,80392.39,75358.67,241,3851,179,3539,553,2,107,135,19:01.1,4404,2
00:B0:52:FF:FF:02,603,53,54,648.8,116.5,85445.67,80392.39,241,4092,176,3715,553,2,107,135,19:01.1,4645,2
00:B0:52:FF:FF:02,603,54,55,649,115.7,89882.82,85445.67,211,4303,168,3883,553,2,107,135,19:01.1,4856,2
00:B0:52:FF:FF:02,603,55,56,649.6,116.7,94919.49,89882.82,241,4544,176,4059,553,2,107,135,19:01.1,5097,2
00:B0:52:FF:FF:02,603,56,57,650,116.5,99992.64,94919.49,241,4785,168,4227,553,2,107,135,19:01.1,5338,2
00:B0:52:FF:FF:02,603,57,58,650.9,115.2,105066.1,99992.64,241,5026,171,4398,553,2,107,135,19:01.1,5579,2
00:B0:52:FF:FF:02,603,58,59,651.3,115.7,110121.9,105066.1,241,5267,169,4567,553,2,107,135,19:01.1,5820,2
00:B0:52:FF:FF:02,603,59,60,651.7,116.5,115201.8,110121.9,241,5508,180,4747,553,2,107,135,19:01.1,6061,2
00:B0:52:FF:FF:02,603,60,61,651.9,116,120280.2,115201.8,241,5749,168,4915,553,2,107,135,19:01.1,6302,2
00:B0:52:FF:FF:02,603,61,62,652.3,116,125344.6,120280.2,242,5991,158,5073,553,2,107,135,19:01.1,6544,2
00:B0:52:FF:FF:02,603,62,63,652.3,117.4,129805.4,125344.6,210,6201,165,5238,553,2,107,135,19:01.1,6754,2
00:B0:52:FF:FF:02,603,63,64,652.3,116.4,135202.4,129805.4,271,6472,173,5411,553,2,107,135,19:01.1,7025,2
00:B0:52:FF:FF:02,603,64,65,652.5,115.8,139657.4,135202.4,211,6683,163,5574,553,2,107,135,19:01.1,7236,2
00:B0:52:FF:FF:02,603,65,66,652.5,116.4,144716.5,139657.4,241,6924,158,5732,553,2,107,135,19:01.1,7477,2
00:B0:52:FF:FF:02,618,33,34,661.3,151.1,2331.79,9.8,81,81,100,164,83,1,140,170,19:01.1,164,1
00:B0:52:FF:FF:02,618,34,35,663,150.5,5659.78,2331.79,120,201,120,284,83,1,140,170,19:01.1,284,1
00:B0:52:FF:FF:02,618,35,36,663.8,150.3,8183.99,5659.78,90,291,150,434,83,1,140,170,19:01.1,374,1
00:B0:52:FF:FF:02,618,36,37,664.7,150.3,10683.18,8183.99,90,381,143,577,83,1,140,170,19:01.1,464,1
00:B0:52:FF:FF:02,618,37,38,665.5,150.5,14046.51,10683.18,120,501,192,769,83,1,140,170,19:01.1,584,1
00:B0:52:FF:FF:02,618,38,39,666.1,150.5,16577.38,14046.51,90,591,180,949,83,1,140,170,19:01.1,674,1
00:B0:52:FF:FF:02,618,39,40,666.4,150.3,19920.01,16577.38,120,711,192,1141,83,1,140,170,19:01.1,794,1
00:B0:52:FF:FF:02,618,40,41,666.6,149.2,22450.28,19920.01,90,801,186,1327,83,1,140,170,19:01.1,884,1
00:B0:52:FF:FF:02,618,41,42,666.8,150,24940.57,22450.28,90,891,189,1516,83,1,140,170,19:01.1,974,1
00:B0:52:FF:FF:02,618,42,43,667,149,28288.21,24940.57,120,1011,187,1703,83,1,140,170,19:01.1,1094,1
00:B0:52:FF:FF:02,618,43,44,667,149.8,30779.21,28288.21,90,1101,190,1893,83,1,140,170,19:01.1,1184,1
00:B0:52:FF:FF:02,618,44,45,667,149.1,34127.94,30779.21,120,1221,194,2087,83,1,140,170,19:01.1,1304,1
00:B0:52:FF:FF:02,618,45,46,667,149.2,36618.17,34127.94,90,1311,184,2271,83,1,140,170,19:01.1,1394,1
00:B0:52:FF:FF:02,618,46,47,667,149,39135.42,36618.17,90,1401,195,2466,83,1,140,170,19:01.1,1484,1
00:B0:52:FF:FF:02,618,47,48,667,149.3,42456.87,39135.42,120,1521,194,2660,83,1,140,170,19:01.1,1604,1
00:B0:52:FF:FF:02,618,48,49,667,149.1,44974.6,42456.87,90,1611,183,2843,83,1,140,170,19:01.1,1694,1
00:B0:52:FF:FF:02,618,49,50,667,149.1,47465.69,44974.6,90,1701,176,3019,83,1,140,170,19:01.1,1784,1
00:B0:52:FF:FF:02,618,50,51,667,149.3,50813.8,47465.69,120,1821,168,3187,83,1,140,170,19:01.1,1904,1
00:B0:52:FF:FF:02,618,51,52,667.2,148.9,53305.84,50813.8,90,1911,173,3360,83,1,140,170,19:01.1,1994,1
00:B0:52:FF:FF:02,618,52,53,667.2,149,55823.61,53305.84,90,2001,179,3539,83,1,140,170,19:01.1,2084,1
00:B0:52:FF:FF:02,618,53,54,667.2,149.2,59145.13,55823.61,120,2121,176,3715,83,1,140,170,19:01.1,2204,1
00:B0:52:FF:FF:02,618,54,55,667.2,149,61663.97,59145.13,90,2211,168,3883,83,1,140,170,19:01.1,2294,1
00:B0:52:FF:FF:02,618,55,56,667.2,149.1,64157.8,61663.97,90,2301,176,4059,83,1,140,170,19:01.1,2384,1
00:B0:52:FF:FF:02,618,56,57,667.2,149.9,67506.38,64157.8,120,2421,168,4227,83,1,140,170,19:01.1,2504,1
00:B0:52:FF:FF:02,618,57,58,667.4,149.1,69999.19,67506.38,90,2511,171,4398,83,1,140,170,19:01.1,2594,1
00:B0:52:FF:FF:02,618,58,59,667.4,148.9,72519.59,69999.19,90,2601,169,4567,83,1,140,170,19:01.1,2684,1
00:B0:52:FF:FF:02,618,59,60,667.4,149.2,75842.88,72519.59,120,2721,180,4747,83,1,140,170,19:01.1,2804,1
00:B0:52:FF:FF:02,618,60,61,667.6,149.2,78362.95,75842.88,90,2811,168,4915,83,1,140,170,19:01.1,2894,1
00:B0:52:FF:FF:02,618,61,62,665.9,125.3,80729.39,78362.95,120,2931,158,5073,83,2,107,135,19:01.1,3014,2
00:B0:52:FF:FF:02,618,62,63,665.7,125,83729.56,80729.39,150,3081,165,5238,83,2,107,135,19:01.1,3164,2
00:B0:52:FF:FF:02,618,63,64,666.6,124.8,86547.36,83729.56,120,3201,173,5411,83,2,107,135,19:01.1,3284,2
00:B0:52:FF:FF:02,618,64,65,666.6,126,89362.36,86547.36,120,3321,163,5574,83,2,107,135,19:01.1,3404,2
00:B0:52:FF:FF:02,618,65,66,666.8,125.4,92180.53,89362.36,120,3441,158,5732,83,2,107,135,19:01.1,3524,2
00:B0:52:FF:FF:02,618,66,67,666.8,126.7,95004.97,92180.53,120,3561,156,5888,83,2,107,135,19:01.1,3644,2
00:B0:52:FF:FF:02,618,67,68,667.2,125.1,97102.96,95004.97,90,3651,142,6030,83,2,107,135,19:01.1,3734,2
00:B0:52:FF:FF:02,618,68,69,667.2,126.8,99922.98,97102.96,120,3771,142,6172,83,2,107,135,19:01.1,3854,2
00:B0:52:FF:FF:02,618,69,70,667.4,127,102741.2,99922.98,120,3891,141,6313,83,2,107,135,19:01.1,3974,2
00:B0:52:FF:FF:02,618,70,71,667.8,124.4,105547,102741.2,120,4011,146,6459,83,2,107,135,19:01.1,4094,2
00:B0:52:FF:FF:02,618,71,72,668,126.2,107657.5,105547,90,4101,130,6589,83,2,107,135,19:01.1,4184,2
00:B0:52:FF:FF:02,618,72,73,668.5,123.8,110438.3,107657.5,120,4221,142,6731,83,2,107,135,19:01.1,4304,2
00:B0:52:FF:FF:02,618,73,74,668.9,124.4,113242.1,110438.3,121,4342,125,6856,83,2,107,135,19:01.1,4425,2
00:B0:52:FF:FF:02,618,74,75,669.5,124.4,116047.7,113242.1,120,4462,136,6992,83,2,107,135,19:01.1,4545,2
00:B0:52:FF:FF:02,618,75,76,669.7,125.9,118152.2,116047.7,90,4552,124,7116,83,2,107,135,19:01.1,4635,2
00:B0:52:FF:FF:02,618,76,77,670.1,124.3,120940,118152.2,120,4672,129,7245,83,2,107,135,19:01.1,4755,2
00:B0:52:FF:FF:02,618,77,78,670.6,124.2,123736.4,120940,120,4792,142,7387,83,2,107,135,19:01.1,4875,2
00:B0:52:FF:FF:02,618,78,79,671,123,126527.8,123736.4,120,4912,121,7508,83,2,107,135,19:01.1,4995,2
00:B0:52:FF:FF:02,618,79,80,671.4,122.8,128598,126527.8,90,5002,130,7638,83,2,107,135,19:01.1,5085,2
00:B0:52:FF:FF:02,618,80,81,671.6,121.5,131377.7,128598,120,5122,130,7768,83,2,107,135,19:01.1,5205,2
00:B0:52:FF:FF:02,618,81,82,672,124.8,134161.4,131377.7,120,5242,121,7889,83,2,107,135,19:01.1,5325,2
00:B0:52:FF:FF:02,618,82,83,672.2,122.1,136255,134161.4,90,5332,112,8001,83,2,107,135,19:01.1,5415,2
00:B0:52:FF:FF:02,618,83,84,672.4,122.1,139032.6,136255,120,5452,120,8121,83,2,107,135,19:01.1,5535,2
00:B0:52:FF:FF:02,618,84,85,672.7,122.5,141820.5,139032.6,120,5572,120,8241,83,2,107,135,19:01.1,5655,2
00:B0:52:FF:FF:02,618,85,86,672.9,122,143882.5,141820.5,90,5662,114,8355,83,2,107,135,19:01.1,5745,2
00:B0:52:FF:FF:02,618,86,87,672.9,122.6,146663.7,143882.5,121,5783,117,8472,83,2,107,135,19:01.1,5866,2
00:B0:52:FF:FF:02,618,87,88,673.1,123.2,148764.1,146663.7,90,5873,107,8579,83,2,107,135,19:01.1,5956,2
00:B0:52:FF:FF:02,618,88,89,673.3,123.3,151547.3,148764.1,120,5993,126,8705,83,2,107,135,19:01.1,6076,2
00:B0:52:FF:FF:02,618,89,90,673.3,122,153613.4,151547.3,90,6083,117,8822,83,2,107,135,19:01.1,6166,2
00:B0:52:FF:FF:02,618,90,91,673.5,122.2,156401.9,153613.4,120,6203,121,8943,83,2,107,135,19:01.1,6286,2
00:B0:52:FF:FF:02,618,91,92,673.7,122.6,158495.3,156401.9,90,6293,117,9060,83,2,107,135,19:01.1,6376,2
00:B0:52:FF:FF:02,618,92,93,673.7,124.6,161288.1,158495.3,121,6414,126,9186,83,2,107,135,19:01.1,6497,2
00:B0:52:FF:FF:02,618,93,94,673.9,122.1,163377.8,161288.1,90,6504,115,9301,83,2,107,135,19:01.1,6587,2
00:B0:52:FF:FF:02,618,94,95,674.1,124.5,165447.4,163377.8,90,6594,108,9409,83,2,107,135,19:01.1,6677,2
00:B0:52:FF:FF:02,618,95,96,674.5,121.1,168219,165447.4,120,6714,114,9523,83,2,107,135,19:01.1,6797,2
00:B0:52:FF:FF:02,618,96,97,674.8,124.2,170313.6,168219,90,6804,132,9655,83,2,107,135,19:01.1,6887,2
00:B0:52:FF:FF:02,618,97,98,675.2,121.2,172380.5,170313.6,90,6894,126,9781,83,2,107,135,19:01.1,6977,2
00:B0:52:FF:FF:02,618,98,99,675.8,121.6,175152.6,172380.5,120,7014,120,9901,83,2,107,135,19:01.1,7097,2
00:B0:52:FF:FF:02,642,49,50,663.8,124.7,2680.57,0,120,120,176,3019,2899,2,107,135,19:01.1,3019,2
00:B0:52:FF:FF:02,642,50,51,665.1,125.8,5488.68,2680.57,120,240,168,3187,2899,2,107,135,19:01.1,3139,2
00:B0:52:FF:FF:02,642,51,52,665.5,125.6,8295.2,5488.68,121,361,173,3360,2899,2,107,135,19:01.1,3260,2
00:B0:52:FF:FF:02,642,52,53,665.7,125.6,11804,8295.2,151,512,179,3539,2899,2,107,135,19:01.1,3411,2
00:B0:52:FF:FF:02,642,53,54,666.1,127.5,14621.73,11804,120,632,176,3715,2899,2,107,135,19:01.1,3531,2
00:B0:52:FF:FF:02,642,54,55,666.1,125.4,17435.03,14621.73,120,752,168,3883,2899,2,107,135,19:01.1,3651,2
00:B0:52:FF:FF:02,642,55,56,666.1,124.5,20240.04,17435.03,120,872,176,4059,2899,2,107,135,19:01.1,3771,2
00:B0:52:FF:FF:02,642,56,57,666.1,124.8,23023.2,20240.04,120,992,168,4227,2899,2,107,135,19:01.1,3891,2
00:B0:52:FF:FF:02,642,57,58,666.1,124.9,25818.09,23023.2,121,1113,171,4398,2899,2,107,135,19:01.1,4012,2
00:B0:52:FF:FF:02,642,58,59,666.4,124.6,28618.96,25818.09,120,1233,169,4567,2899,2,107,135,19:01.1,4132,2
00:B0:52:FF:FF:02,642,59,60,666.4,126.9,31403.34,28618.96,120,1353,180,4747,2899,2,107,135,19:01.1,4252,2
00:B0:52:FF:FF:02,642,60,61,666.4,124.3,34190.83,31403.34,120,1473,168,4915,2899,2,107,135,19:01.1,4372,2
00:B0:52:FF:FF:02,642,61,62,666.4,123.6,36970.14,34190.83,120,1593,158,5073,2899,2,107,135,19:01.1,4492,2
00:B0:52:FF:FF:02,642,62,63,666.4,125.4,39719.93,36970.14,120,1713,165,5238,2899,2,107,135,19:01.1,4612,2
00:B0:52:FF:FF:02,642,63,64,666.4,122.3,42461.41,39719.93,120,1833,173,5411,2899,2,107,135,19:01.1,4732,2
00:B0:52:FF:FF:02,642,64,65,666.6,120.6,45216.41,42461.41,120,1953,163,5574,2899,2,107,135,19:01.1,4852,2
00:B0:52:FF:FF:02,642,65,66,666.6,122.6,47968.13,45216.41,120,2073,158,5732,2899,2,107,135,19:01.1,4972,2
00:B0:52:FF:FF:02,642,66,67,666.8,121.6,50728.44,47968.13,120,2193,156,5888,2899,2,107,135,19:01.1,5092,2
00:B0:52:FF:FF:02,642,67,68,667,122.7,54178.34,50728.44,151,2344,142,6030,2899,2,107,135,19:01.1,5243,2
00:B0:52:FF:FF:02,642,68,69,666.8,122.2,56242.92,54178.34,90,2434,142,6172,2899,2,107,135,19:01.1,5333,2
00:B0:52:FF:FF:02,642,69,70,667.2,125,59010.12,56242.92,120,2554,141,6313,2899,2,107,135,19:01.1,5453,2
00:B0:52:FF:FF:02,642,70,71,667.4,123.6,61759.21,59010.12,120,2674,146,6459,2899,2,107,135,19:01.1,5573,2
00:B0:52:FF:FF:02,642,71,72,667.4,121.5,64510.58,61759.21,121,2795,130,6589,2899,2,107,135,19:01.1,5694,2
00:B0:52:FF:FF:02,642,72,73,667.6,120.7,67236.26,64510.58,120,2915,142,6731,2899,2,107,135,19:01.1,5814,2
00:B0:52:FF:FF:02,642,73,74,667.8,122.4,69969.9,67236.26,121,3036,125,6856,2899,2,107,135,19:01.1,5935,2
00:B0:52:FF:FF:02,642,74,75,668.2,122.1,72714.87,69969.9,120,3156,136,6992,2899,2,107,135,19:01.1,6055,2
00:B0:52:FF:FF:02,642,75,76,668.7,122.4,74782.49,72714.87,90,3246,124,7116,2899,2,107,135,19:01.1,6145,2
00:B0:52:FF:FF:02,642,76,77,669.1,121.9,77545.39,74782.49,120,3366,129,7245,2899,2,107,135,19:01.1,6265,2
00:B0:52:FF:FF:02,642,77,78,669.5,121.8,80285.82,77545.39,120,3486,142,7387,2899,2,107,135,19:01.1,6385,2
00:B0:52:FF:FF:02,642,78,79,669.9,124.2,82331.52,80285.82,90,3576,121,7508,2899,2,107,135,19:01.1,6475,2
00:B0:52:FF:FF:02,642,79,80,670.6,123.3,85093.6,82331.52,120,3696,130,7638,2899,2,107,135,19:01.1,6595,2
00:B0:52:FF:FF:02,642,80,81,671.2,124.9,87861.33,85093.6,120,3816,130,7768,2899,2,107,135,19:01.1,6715,2
00:B0:52:FF:FF:02,642,81,82,671.6,125.6,89958.65,87861.33,90,3906,121,7889,2899,2,107,135,19:01.1,6805,2
00:B0:52:FF:FF:02,642,82,83,672,122.3,92018.85,89958.65,90,3996,112,8001,2899,2,107,135,19:01.1,6895,2
00:B0:52:FF:FF:02,642,83,84,672.4,121,94775.53,92018.85,120,4116,120,8121,2899,2,107,135,19:01.1,7015,2
00:B0:52:FF:FF:02,642,84,85,672.7,123,96869.14,94775.53,90,4206,120,8241,2899,2,107,135,19:01.1,7105,2
00:B0:52:FF:FF:02,642,85,86,672.9,118.7,99647.3,96869.14,121,4327,114,8355,2899,2,107,135,19:01.1,7226,2
00:B0:52:FF:FF:02,642,86,87,673.3,122.6,101729.1,99647.3,90,4417,117,8472,2899,2,107,135,19:01.1,7316,2
00:B0:52:FF:FF:02,642,87,88,673.5,123,103803.4,101729.1,90,4507,107,8579,2899,2,107,135,19:01.1,7406,2
00:B0:52:FF:FF:02,642,88,89,673.5,122.6,105901,103803.4,90,4597,126,8705,2899,2,107,135,19:01.1,7496,2
00:B0:52:FF:FF:02,642,89,90,673.5,124.8,107989,105901,90,4687,117,8822,2899,2,107,135,19:01.1,7586,2
